1|2|3|4|5|6|7|||||'1605/12'|||15|16|17|18||||||||||||||32|33|34|35|36|37
983||'Автово'|'Автовская ул.'|6|'А'||5000983|'орг-ия с гос. участием'||||1960||||2|40|2394.8||2365.4||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
984||'Автово'|'Автовская ул.'|7|'А'||5000984|'орг-ия с гос. участием'||||1997||||3|84|5455||5352.1|102.9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|||||
985||'Автово'|'Автовская ул.'|8|'А'||5000985|'орг-ия с гос. участием'||||1956||||3|78|6330.5||5049.8|1280.7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|3|||||
986||'Автово'|'Автовская ул.'|9|'А'||5000986|'орг-ия с гос. участием'||||1997||||1|40|2624.5||2534.5|90|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|1|||||
987||'Автово'|'Автовская ул.'|14|'А'||5000987|'орг-ия с гос. участием'||||1957||||3|36|2976.4||2125.5|850.9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
988||'Автово'|'Автовская ул.'|18|'А'||5000988|'орг-ия с гос. участием'||||1958||||3|36|3001.63||2088.23|913.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
989||'Автово'|'Автовская ул.'|19|'А'||5000989|'орг-ия с гос. участием'|'под снос'|||1961||||1|36|1325.7||1284.8||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
990||'Нарвский округ'|'Баррикадная ул.'|'8/30'|'П'||5000990|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|648.6||648.6||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
991||'Нарвский округ'|'Баррикадная ул.'|10|'1 О'||5000991|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|655.5||655.5||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
992||'Нарвский округ'|'Баррикадная ул.'|10|'2 Т'||5000992|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|718.3||718.3||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
993||'Нарвский округ'|'Баррикадная ул.'|12|'А'||5000993|'орг-ия с гос. участием'|'под снос'|||1950||||1|4|903.6||573.1|330.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
994||'Нарвский округ'|'Баррикадная ул.'|14|'1 А'||5000994|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|647.7||647.7||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
995||'Нарвский округ'|'Баррикадная ул.'|14|'2 И'||5000995|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|713.9||713.9||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
996||'Нарвский округ'|'Баррикадная ул.'|16|'Е'||5000996|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|650.3||650.3||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
997||'Нарвский округ'|'Баррикадная ул.'|28|'А'||5000997|'орг-ия с гос. участием'|'под снос'|||1952||||2|12|1407.3||1020|387.3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
998||'Нарвский округ'|'Белоусова ул.'|15|'Б'||5000998|'орг-ия с гос. участием'|'под снос'|||1949||||1|10|584.4||424.7|159.7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
999||'Нарвский округ'|'Белоусова ул.'|17|'В'||5000999|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|684.6||619.2|65.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1000||'Нарвский округ'|'Белоусова ул.'|19|'А'||5001000|'орг-ия с гос. участием'|'под снос'|||1952||||2|12|1159.4||884.6|274.8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1001||'Нарвский округ'|'Белоусова ул.'|21|'А'||5001001|'орг-ия с гос. участием'|'под снос'|||1952||||2|17|1239.2||1095.7|143.5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1002||'Нарвский округ'|'Белоусова ул.'|23|'А'||5001002|'орг-ия с гос. участием'|'под снос'|||1951||||2|12|1180.8||908.3|272.5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1003||'Нарвский округ'|'Белоусова ул.'|25|'А'||5001003|'орг-ия с гос. участием'|'под снос'|||1951||||2|12|1149.7||853.5|296.2|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1004||'Нарвский округ'|'Белоусова ул.'|27|'А'||5001004|'орг-ия с гос. участием'|'под снос'|||1951||||2|18|1324.2||1217.2|107|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1005||'Нарвский округ'|'Белоусова ул.'|'29/30'|'А'||5001005|'орг-ия с гос. участием'|'под снос'|||1951||||2|18|1358.3||1250.5|107.8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1006||'Нарвский округ'|'Бурцева ул.'|7|'А'||5001006|'орг-ия с гос. участием'||||1968||||7|70|3312.7||3184.2|128.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1007||'Нарвский округ'|'Васи Алексеева ул.'|12|'А'||5001007|'орг-ия с гос. участием'||||1954||||3|21|4500.2||3856.6|643.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1008||'Нарвский округ'|'Васи Алексеева ул.'|15|'А'||5001008|'орг-ия с гос. участием'||||1959||||3|60|2554.8||2534.6||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1009||'Автово'|'Васи Алексеева ул.'|18|'А'||5001009|'орг-ия с гос. участием'||||1956||||3|56|4385.9||3531.7|854.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1010||'Автово'|'Васи Алексеева ул.'|23|'А'||5001010|'орг-ия с гос. участием'||||1961||||4|80|3474.2||3460.9||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1011||'Княжево'|'Ветеранов пр.'|6|'А'||5001011|'орг-ия с гос. участием'||||1964||||1|54|1973.8||1934.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|||||
1012||'Ульянка'|'Ветеранов пр.'|96|'А'||5001012|'орг-ия с гос. участием'||||1968||||6|110|5416||5081|335|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1013||'Ульянка'|'Ветеранов пр.'|99|'А'||5001013|'орг-ия с гос. участием'||||1969||||7|251|13135.36||12714.58|420.78|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|||||
1014||'Ульянка'|'Ветеранов пр.'|104|'А'||5001014|'орг-ия с гос. участием'||||1971||||9|322|16760||16434|326|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|9|||||
1015||'Ульянка'|'Ветеранов пр.'|105|'А'||5001015|'орг-ия с гос. участием'||||1969||||5|248|13623.7||11383.5|2240.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|||||
1016||'Автово'|'Возрождения ул.'|11|'А'||5001016|'орг-ия с гос. участием'||||1961||||3|59|2567.8||2528.2||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1017||'Автово'|'Возрождения ул.'|17|'А'||5001017|'орг-ия с гос. участием'||||1960||||3|38|3184.7||2308.7|876|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1018||'Ульянка'|'Генерала Симоняка'|15|'А'||5001018|'орг-ия с гос. участием'||||1971||||5|178|9831.2||9495.8|335.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|||||
1019||'Нарвский округ'|'Гладкова ул.'|10|'А'||5001019|'орг-ия с гос. участием'|'под снос'|||1950||||1|4|583.2||569.6||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1020||'Нарвский округ'|'Гладкова ул.'|12|'А'||5001020|'орг-ия с гос. участием'|'под снос'|||1950||||1|4|587||554.7||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1021||'Нарвский округ'|'Гладкова ул.'|14|'Ж'||5001021|'орг-ия с гос. участием'|'под снос'|||1950||||1|10|661.7||490.6|171.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1022||'Нарвский округ'|'Гладкова ул.'|28|'У'||5001022|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|709.9||709.9||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1023||'Нарвский округ'|'Гладкова ул.'|6|'А'||5001023|'орг-ия с гос. участием'|'под снос'|||1950||||2|12|709.8||643.5|66.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1024||'Нарвский округ'|'Гладкова ул.'|8|'А'||5001024|'орг-ия с гос. участием'|'под снос'|||1950||||1|10|619.6||465|154.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1025||'Дачное'|'Дачный пр.'|23|'1 А'||5001025|'орг-ия с гос. участием'||||1968||||4|231|11391.2||11238.2|153|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|||||
1026||'Дачное'|'Дачный пр.'|5|'2 А'||5001026|'орг-ия с гос. участием'||||1966||||1|54|1976.4||1927||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|||||
1027||'Дачное'|'Дачный пр.'|7|'5 А'||5001027|'орг-ия с гос. участием'||||1966||||1|54|1974.3||1921.9|52.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|||||
1028||'Автово'|'Зайцева ул.'|6|'1 А'||5001028|'орг-ия с гос. участием'||||1938||||5|55|4859.5||4112.3|747.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|||||
1029||'Автово'|'Зайцева ул.'|6|'2 А'||5001029|'орг-ия с гос. участием'||||1938||||4|54|4816.2||4114.5|701.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|||||
1030||'Автово'|'Зайцева ул.'|8|'1 А'||5001030|'орг-ия с гос. участием'||||1941||||5|50|4125.8||3466.4|659.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|||||
1031||'Автово'|'Зайцева ул.'|8|'2 А'||5001031|'орг-ия с гос. участием'||||1940||||2|20|2259.6||1963.2|296.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|2|||||
1032||'Автово'|'Зайцева ул.'|9|'А'||5001032|'орг-ия с гос. участием'||||1940||||5|50|4892.2||4043.1|849.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|||||
1033||'Автово'|'Зайцева ул.'|4|'А'||5001033|'орг-ия с гос. участием'||||1938||||4|34|3862.4||3388.6|473.8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1034||'Автово'|'Зенитчиков ул.'|3|'1 А'||5001034|'орг-ия с гос. участием'||||1939||||3|31|3628.6||2941.9|686.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|||||
1035||'Автово'|'Зенитчиков ул.'|3|'2 А'||5001035|'орг-ия с гос. участием'||||1940||||4|49|4207.6||3443.9|763.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|||||
1036||'Автово'|'Зенитчиков ул.'|5|'А'||5001036|'орг-ия с гос. участием'||||1953||||3|34|3354.8||2797.9|556.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|||||
1037||'Дачное'|'Зины Портновой ул.'|17|'5 А'||5001037|'орг-ия с гос. участием'||||1988||||1|114|3535.3||3358.6|176.7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|1|||||
1038||'Нарвский округ'|'Зои Космодемьянской ул.'|10|'А'||5001038|'орг-ия с гос. участием'||||1951||||2|10|1188||817.1|370.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1039||'Нарвский округ'|'Зои Космодемьянской ул.'|12|'А'||5001039|'орг-ия с гос. участием'||||1950||||1|8|749.5||607.4|142.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1040||'Нарвский округ'|'Зои Космодемьянской ул.'|14|'А'||5001040|'орг-ия с гос. участием'||||1951||||2|10|1101.6||812.2|289.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1041||'Нарвский округ'|'Ивана Черных ул.'|3|'А'||5001041|'орг-ия с гос. участием'||||1910||||2|5|1764.3||1516|248.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1042||'Морские ворота'|'Канонерский о.'|22|'А'||5001042|'орг-ия с гос. участием'||||1952||||2|3|1636.5||1172.1|464.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1043||'Ульянка'|'Козлова  ул.'|25|'2 А'||5001043|'орг-ия с гос. участием'||||1969||||5|80|3634.7||3577.1|57.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1044||'Нарвский округ'|'Корнеева ул.'|12|'А'||5001044|'орг-ия с гос. участием'||||1955||||5|69|5890.2||4733.8|1156.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1045||'Нарвский округ'|'Косинова ул.'|15|'А'||5001045|'орг-ия с гос. участием'|'под снос'|||1949||||1|4|584.2||570.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1046||'Нарвский округ'|'Косинова ул.'|13|'А'||5001046|'орг-ия с гос. участием'|'под снос'|||1950||||1|10|616||461.8|154.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1047||'Нарвский округ'|'Краснопутиловская ул.'|11|'А'||5001047|'орг-ия с гос. участием'||||1937||||4|38|3403.4||2699.9|703.5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1048||'Автово'|'Краснопутиловская ул.'|4|'А'||5001048|'орг-ия с гос. участием'||||1946||||6|92|7372.6||5839.8|1532.8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|6|||||
1049||'Автово'|'Краснопутиловская ул.'|6|'А'||5001049|'орг-ия с гос. участием'||||1960||||4|60|3697.5||3697.5||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1050||'Автово'|'Краснопутиловская ул.'|9|'А'||5001050|'орг-ия с гос. участием'||||1950||||4|57|4113.2||3227.7|885.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|||||
1051||'Автово'|'Краснопутиловская ул.'|10|'А'||5001051|'орг-ия с гос. участием'||||1957||||5|70|5663.3||4756.9|906.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1052||'Автово'|'Краснопутиловская ул.'|12|'А'||5001052|'орг-ия с гос. участием'||||1957||||4|140|12344.6||10335.8|2008.8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|4|||||
1053||'Автово'|'Краснопутиловская ул.'|'14/12'|'А'||5001053|'орг-ия с гос. участием'||||1957||||7|96|8476.1||6705.5|1770.6|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1054||'Автово'|'Краснопутиловская ул.'|15|'А'||5001054|'орг-ия с гос. участием'||||1952||||4|61|5212.4||4351.1|861.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|||||
1055||'Автово'|'Краснопутиловская ул.'|19|'А'||5001055|'орг-ия с гос. участием'||||1941||||5|46|4564.9||3440.6|1124.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|||||
1056||'Автово'|'Краснопутиловская ул.'|21|'А'||5001056|'орг-ия с гос. участием'||||1940||||6|64|5483.1||4783.9|699.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|6|||||
1057||'Автово'|'Краснопутиловская ул.'|23|'А'||5001057|'орг-ия с гос. участием'||||1961||||3|58|2504.5||2413.4|91.1|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1058||'Автово'|'Краснопутиловская ул.'|24|'А'||5001058|'орг-ия с гос. участием'||||1958||||4|75|5816.9||4778.5|1038.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1059||'Автово'|'Краснопутиловская ул.'|25|'А'||5001059|'орг-ия с гос. участием'||||1955||||2|56|4700.3||4014.5|685.8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|2|||||
1060||'Автово'|'Краснопутиловская ул.'|27|'А'||5001060|'орг-ия с гос. участием'||||1958||||8|120|9015.4||7104.1|1911.3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1061||'Автово'|'Краснопутиловская ул.'|29|'А'||5001061|'орг-ия с гос. участием'||||1958||||3|45|3213.3||2644.8|568.5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1062||'Автово'|'Краснопутиловская ул.'|30|'А'||5001062|'орг-ия с гос. участием'|'под снос'|||1961||||7|70|4158||3141|1017|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1063||'Автово'|'Краснопутиловская ул.'|31|'А'||5001063|'орг-ия с гос. участием'|'под снос'|||1962||||7|70|4122.8||3111.1|1011.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1064||'Автово'|'Краснопутиловская ул.'|32|'А'||5001064|'орг-ия с гос. участием'|'под снос'|||1961||||1|36|1318.5||1277.7||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1065||'Автово'|'Краснопутиловская ул.'|33|'А'||5001065|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2476.2||2415.7|60.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1066||'Автово'|'Краснопутиловская ул.'|34|'А'||5001066|'орг-ия с гос. участием'|'под снос'|||1962||||7|70|4185||3151.8|1033.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1067||'Автово'|'Краснопутиловская ул.'|35|'А'||5001067|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2475.8||2416.3|59.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1068||'Автово'|'Краснопутиловская ул.'|36|'А'||5001068|'орг-ия с гос. участием'|'под снос'|||1961||||1|36|1320.5||1273.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1069||'Автово'|'Краснопутиловская ул.'|37|'А'||5001069|'орг-ия с гос. участием'|'под снос'|||1961||||1|36|1321||1280||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1070||'Автово'|'Краснопутиловская ул.'|38|'А'||5001070|'орг-ия с гос. участием'|'под снос'|||1962||||7|70|4157.3||3156.7|1000.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1071||'Автово'|'Краснопутиловская ул.'|39|'А'||5001071|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2492.3||2431.8|60.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1072||'Автово'|'Краснопутиловская ул.'|40|'А'||5001072|'орг-ия с гос. участием'|'под снос'|||1961||||1|36|1321.1||1280.5||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1073||'Автово'|'Краснопутиловская ул.'|42|'А'||5001073|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2493.5||2451.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1074||'Автово'|'Краснопутиловская ул.'|43|'А'||5001074|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2489.1||2429|60.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1075||'Автово'|'Краснопутиловская ул.'|45|'А'||5001075|'орг-ия с гос. участием'|'под снос'|||1962||||7|70|4168.2||3160.2|1008|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1076||'Автово'|'Краснопутиловская ул.'|47|'А'||5001076|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2494.3||2433.9|60.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1077||'Автово'|'Краснопутиловская ул.'|5|'А'||5001077|'орг-ия с гос. участием'||||1940||||2|25|4467.7||1678.7|2789|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1078||'Автово'|'Краснопутиловская ул.'|51|'А'||5001078|'орг-ия с гос. участием'|'под снос'|||1961||||1|36|1342.1||1301.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1079||'Автово'|'Краснопутиловская ул.'|53|'А'||5001079|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2483||2422.6|60.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1080||'Автово'|'Краснопутиловская ул.'|55|'А'||5001080|'орг-ия с гос. участием'|'под снос'|||1962||||7|70|4177.6||3149.3|1028.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1081||'Автово'|'Краснопутиловская ул.'|57|'А'||5001081|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2496.2||2435.6|60.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1082||'Автово'|'Краснопутиловская ул.'|59|'А'||5001082|'орг-ия с гос. участием'|'под снос'|||1961||||1|36|1328.6||1287.7||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1083||'Автово'|'Краснопутиловская ул.'|61|'А'||5001083|'орг-ия с гос. участием'|'под снос'|||1960||||5|50|2490.9||2431.4|59.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1084||'Автово'|'Краснопутиловская ул.'|8|'А'||5001084|'орг-ия с гос. участием'||||1960||||4|126|9906.1||8310.4|1595.7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|4|||||
1085||'Автово'|'Краснопутиловская ул.'|13|'А'||5001085|'орг-ия с гос. участием'||||1949||||6|68|6288.1||5418.5|869.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|6|||||
1086||'Автово'|'Кронштадтская ул.'|4|'А'||5001086|'орг-ия с гос. участием'||||1961||||5|80|4163.9||3308.1|855.8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1087||'Автово'|'Кронштадтская ул.'|6|'А'||5001087|'орг-ия с гос. участием'||||1960||||5|100|4219.2||4177.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1088||'Автово'|'Кронштадтская ул.'|20|'А'||5001088|'орг-ия с гос. участием'||||1957||||5|130|11999.3||9904.1|2095.2|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|||||
1089||'Автово'|'Кронштадтская ул.'|22|'А'||5001089|'орг-ия с гос. участием'||||1958||||3|71|5680.2||4595.5|1084.7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|3|||||
1090||'Автово'|'Кронштадтская ул.'|24|'А'||5001090|'орг-ия с гос. участием'||||1958||||4|57|4460.5||3497.9|962.6|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1091||'Автово'|'Кронштадтская ул.'|26|'А'||5001091|'орг-ия с гос. участием'||||1958||||4|60|4483.2||3703.9|779.3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1092||'Автово'|'Кронштадтская ул.'|28|'А'||5001092|'орг-ия с гос. участием'||||1957||||3|72|5488.2||4607.4|880.8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|3|||||
1093||'Дачное'|'Лени Голикова  ул.'|102|'А'||5001093|'орг-ия с гос. участием'||||1966||||7|70|3417.3||3358.1|59.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1094||'Дачное'|'Лени Голикова  ул.'|7|'А'||5001094|'орг-ия с гос. участием'||||1969||||4|231|11521.9||11279.3|242.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|||||
1095||'Дачное'|'Лени Голикова  ул.'|9|'А'||5001095|'орг-ия с гос. участием'||||1967||||7|70|3272.1||3189.5|82.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1096||'Автово'|'Маринеско ул.'|1|'А'||5001096|'орг-ия с гос. участием'||||1950||||4|60|4868.7||4278.4|590.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1097||'Автово'|'Маринеско ул.'|10|'А'||5001097|'орг-ия с гос. участием'||||1960||||3|60|3091.9||2546.7|545.2|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1098||'Автово'|'Маринеско ул.'|12|'А'||5001098|'орг-ия с гос. участием'||||1957||||4|60|4209.1||3600.7|608.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1099||'Автово'|'Маринеско ул.'|'2/7'|'А'||5001099|'орг-ия с гос. участием'||||1954||||5|61|5037.7||3908.7|1129|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1100||'Автово'|'Маринеско ул.'|3|'А'||5001100|'орг-ия с гос. участием'||||1937||||4|58|4625.2||4109.1|516.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1101||'Автово'|'Маринеско ул.'|4|'А'||5001101|'орг-ия с гос. участием'||||1954||||6|67|5602.8||4291.4|1311.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
1102||'Автово'|'Маринеско ул.'|5|'А'||5001102|'орг-ия с гос. участием'||||1954||||2|58|4709.5||4054.6|654.9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|2|||||
1103||'Автово'|'Маринеско ул.'|6|'А'||5001103|'орг-ия с гос. участием'||||1954||||4|53|5266.1||4151.2|1114.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|||||
1104||'Автово'|'Маринеско ул.'|'7а'|'А'||5001104|'орг-ия с гос. участием'||||1957||||2|40|2811||2301.5|509.5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|||||
